AE ID	Eval	Old Pred	New Pred	Confidence	Abs value	Exp typeExp factors
E-GEOD-38386	none	none	no	-0.030	0.030	none	VARIATION	
E-GEOD-14662	none	none	no	-0.066	0.066	none	None	
E-GEOD-42154	none	none	yes	0.002	0.002	none	GENOTYPE	
E-MTAB-4989	none	none	no	-0.012	0.012	none	genotype | diet	
E-GEOD-47437	none	none	no	-0.020	0.020	none	AGE | STRAIN/BACKGROUND | CELL TYPE | CELL PURIFICATION	
E-GEOD-47430	none	none	no	-0.026	0.026	none	CELL TYPE | TREATED WITH	
E-GEOD-57926	none	none	no	-0.010	0.010	none	chip antibody vendor | genotype | age | chip antibody | molecule subtype | treated with | chip antibody cat. # | cell type	
E-GEOD-65408	none	none	no	-0.048	0.048	none	genotype	
E-GEOD-67534	none	none	no	-0.055	0.055	none	None	
E-GEOD-47439	none	none	no	-0.025	0.025	none	STRAIN/BACKGROUND	
E-GEOD-11252	none	none	no	-0.037	0.037	none	None	
E-GEOD-11256	none	none	no	-0.057	0.057	none	None	
E-GEOD-45723	none	none	no	-0.045	0.045	none	GROUP	
E-GEOD-16579	none	none	yes	0.004	0.004	none	CELL LINE | ORGANISM	
E-MTAB-5208	none	none	no	-0.002	0.002	none	growth condition | time | developmental stage | genotype	
E-GEOD-12506	none	none	no	-0.027	0.027	none	None	
E-MEXP-3518	none	none	yes	0.017	0.017	none	CellularComponent | Genotype	
E-GEOD-52254	none	none	no	-0.032	0.032	none	TRANSFECTION	
E-GEOD-12505	none	none	yes	0.018	0.018	none	None	
E-GEOD-47656	none	none	no	-0.027	0.027	none	TIME	
E-GEOD-55971	none	none	no	-0.020	0.020	none	SAMPLE TYPE | STRAIN	
E-GEOD-72275	none	none	no	-0.049	0.049	none	cell type | treatment	
E-GEOD-52258	none	none	no	-0.021	0.021	none	GENOTYPE | CELL SUBTYPE	
E-GEOD-39382	none	none	no	-0.038	0.038	none	TREATMENT	
E-GEOD-21027	none	none	no	-0.052	0.052	none	CELL TYPE	
E-GEOD-61233	none	none	no	-0.054	0.054	none	mouse_id | diet_group	
E-GEOD-35718	none	none	no	-0.092	0.092	none	DOSAGE | SAMPLEID	
E-GEOD-69076	none	none	no	-0.070	0.070	none	donor | treatment | time	
E-GEOD-30431	none	none	no	-0.051	0.051	none	None	
E-MTAB-2948	none	none	no	-0.055	0.055	none	compound 2 | time | compound	
E-GEOD-45260	none	none	no	-0.039	0.039	none	GENOTYPE	
E-GEOD-5379	none	none	no	-0.036	0.036	none	None	
E-GEOD-4535	none	none	no	-0.017	0.017	none	None	
E-GEOD-39039	none	none	no	-0.012	0.012	none	ISOLATION | SEX | CELL TYPE | DEVELOPMENTAL STAGE	
E-GEOD-60041	none	none	yes	0.008	0.008	none	CELL TYPE	
E-GEOD-60597	none	none	no	-0.030	0.030	none	age | cell type	
E-GEOD-60599	none	none	no	-0.012	0.012	none	GENOTYPE	
E-GEOD-25858	none	none	no	-0.068	0.068	none	TUMOR STATUS | AGENT	
E-GEOD-60049	none	none	no	-0.095	0.095	none	None	
E-GEOD-39034	none	none	no	-0.032	0.032	none	ANTIBODY | CELL TYPE	
E-MEXP-1610	none	none	no	-0.051	0.051	none	CELL_LINE | DISEASE_STATE	
E-GEOD-13718	none	none	no	-0.034	0.034	none	None	
E-GEOD-13719	none	none	no	-0.070	0.070	none	TREATMENT | BIOLOGICAL REPLICATE	
E-GEOD-69211	none	none	no	-0.083	0.083	none	duration | strain background | genotype | organism part | treatment	
E-GEOD-69213	none	none	no	-0.097	0.097	none	treatment	
E-GEOD-69216	none	none	no	-0.042	0.042	none	genotype	
E-GEOD-69217	none	none	no	-0.021	0.021	none	None	
E-GEOD-51693	none	none	no	-0.047	0.047	none	None	
E-GEOD-60627	none	none	no	-0.026	0.026	none	cell type | chip antibody	
E-GEOD-25141	none	none	no	-0.043	0.043	none	CELL TYPE	
E-GEOD-15741	none	none	no	-0.087	0.087	none	None	
E-GEOD-78848	none	none	no	-0.036	0.036	none	harvest timepoint | diet | treatment	
E-GEOD-41717	none	none	no	-0.019	0.019	none	CELL TYPE	
E-GEOD-85114	none	none	yes	0.014	0.014	none	strain | injury model | selection	
E-GEOD-41715	none	none	no	-0.031	0.031	none	GENOTYPE	
E-GEOD-5958	none	none	no	-0.011	0.011	none	None	
E-GEOD-41718	none	none	no	-0.014	0.014	none	TREATMENT	
E-GEOD-30493	none	none	no	-0.013	0.013	none	None	
E-GEOD-1096	none	none	no	-0.070	0.070	none	CellLine | CellType	
E-MTAB-5160	none	none	no	-0.003	0.003	none	time | developmental stage	
E-MTAB-5161	none	none	no	-0.043	0.043	none	RNA interference	
E-GEOD-68893	none	none	no	-0.048	0.048	none	peptide | dose	
E-MTAB-5164	none	none	no	-0.041	0.041	none	stimulus	
E-MTAB-5165	none	none	no	-0.042	0.042	none	cellular component	
E-GEOD-44388	none	none	no	-0.056	0.056	none	GENOTYPE | TREATMENT	
E-GEOD-39892	none	none	yes	0.010	0.010	none	STRAIN OR LINE | SEX	
E-GEOD-44831	none	none	no	-0.064	0.064	none	STRAIN OR LINE | INFECTION	
E-MEXP-239	none	none	no	-0.020	0.020	none	Cell type	
E-GEOD-36892	none	none	no	-0.005	0.005	none	GENOTYPE | TREATMENT	
E-GEOD-36891	none	none	no	-0.034	0.034	none	COMPOUND	
E-GEOD-36896	none	none	no	-0.019	0.019	none	GENOTYPE | TREATMENT	
E-GEOD-36897	none	none	no	-0.028	0.028	none	VARIATION | ORGANISM PART	
E-GEOD-25255	none	none	no	-0.070	0.070	none	CELL LINE	
E-MEXP-2836	none	none	no	-0.044	0.044	none	DOSE | GENOTYPE | COMPOUND	
E-MEXP-2830	none	none	no	-0.050	0.050	none	IRRADIATE | DOSE	
E-GEOD-17759	none	none	no	-0.018	0.018	none	None	
E-GEOD-72860	none	none	no	-0.048	0.048	none	genotype | clone id	
E-MTAB-1139	none	none	no	-0.084	0.084	none	COMPOUND	
E-GEOD-25252	none	none	no	-0.050	0.050	none	None	
E-GEOD-7705	none	none	yes	0.011	0.011	none	None	
E-GEOD-36096	none	none	no	-0.046	0.046	none	TRANSGENE | CELL TYPE	
E-GEOD-27423	none	none	no	-0.100	0.100	none	None	
E-GEOD-8828	none	none	no	-0.063	0.063	none	None	
E-GEOD-24813	none	none	no	-0.050	0.050	none	GENOTYPE/VARIATION | AGENT	
E-GEOD-63022	none	none	no	-0.072	0.072	none	strain | cell type | treatment	
E-GEOD-73195	none	none	no	-0.052	0.052	none	diet | bacterial status	
E-GEOD-52636	none	none	no	-0.051	0.051	none	INJECTED WITH	
E-GEOD-45127	none	none	no	-0.034	0.034	none	SEX | STAGE | ORGANISM PART | PASSAGE	
E-GEOD-40441	none	none	no	-0.058	0.058	none	AGE | CELL TYPE	
E-GEOD-45122	none	none	no	-0.058	0.058	none	GENOTYPE	
E-GEOD-28678	none	none	no	-0.028	0.028	none	GENOTYPE	
E-GEOD-59994	none	none	no	-0.014	0.014	none	None	
E-GEOD-38808	none	none	no	-0.028	0.028	none	DNA FRAGMENTATION METHOD | VARIATION | CHIP ANTIBODY	
E-GEOD-54311	none	none	no	-0.070	0.070	none	TREATMENT	
E-GEOD-22648	none	none	no	-0.018	0.018	none	CONDITION	
E-GEOD-62999	none	none	no	-0.068	0.068	none	genotype | treatment	
E-GEOD-28921	none	none	no	-0.039	0.039	none	DISEASE STATE | TISSUE | GENOTYPE	
E-GEOD-26763	none	none	no	-0.031	0.031	none	TREATMENT	
E-GEOD-26762	none	none	no	-0.021	0.021	none	VARIATION	
E-GEOD-28924	none	none	no	-0.035	0.035	none	ISOLATION SOURCE	
E-GEOD-28929	none	none	no	-0.068	0.068	none	None	
E-GEOD-26948	none	none	no	-0.019	0.019	none	CELL TYPE | ANIMAL ID | GENOTYPE	
E-GEOD-18907	none	none	no	-0.029	0.029	none	PREGNANCY | TISSUE	
E-GEOD-11732	none	none	no	-0.014	0.014	none	None	
E-GEOD-64622	none	none	no	-0.019	0.019	none	transduction	
E-GEOD-70649	none	none	no	-0.083	0.083	none	None	
E-GEOD-24071	none	none	no	-0.045	0.045	none	CELL TYPE | GENOTYPE/VARATION	
E-GEOD-57468	none	none	no	-0.046	0.046	none	None	
E-GEOD-84429	none	none	no	-0.008	0.008	none	genotype	
E-GEOD-55558	none	none	no	-0.042	0.042	none	CULTURE CONDITION | CELL TYPE	
E-GEOD-19502	none	none	no	-0.027	0.027	none	None	
E-GEOD-59194	none	none	no	-0.044	0.044	none	RECIPIENT GENDER | TRANSGENE | SEX	
E-GEOD-48131	none	none	yes	0.007	0.007	none	GENOTYPE	
E-GEOD-77693	none	none	no	-0.020	0.020	none	genotype	
E-GEOD-77699	none	none	yes	0.015	0.015	none	shRNA	
E-GEOD-41921	none	none	no	-0.043	0.043	none	TREATMENT | IP ANTIBODY	
E-GEOD-41927	none	none	no	-0.040	0.040	none	CELL LINE | BORTEZOMIB SENSITIVITY | TIME	
E-GEOD-41928	none	none	no	-0.040	0.040	none	CELL LINE | BORTEZOMIB SENSITIVITY | TIME	
E-GEOD-460	none	none	yes	0.007	0.007	none	Time	
E-GEOD-56401	none	none	no	-0.047	0.047	none	mouse id | genotype	
E-GEOD-84109	none	none	no	-0.065	0.065	none	treatment	
E-GEOD-40030	none	none	no	-0.067	0.067	none	None	
E-GEOD-74337	none	none	no	-0.063	0.063	none	None	
E-GEOD-80113	none	none	no	-0.054	0.054	none	genotype	
E-GEOD-69858	none	none	no	-0.047	0.047	none	protocol | cell type	
E-GEOD-27540	none	none	no	-0.049	0.049	none	TREATMENT	
E-GEOD-27546	none	none	no	-0.029	0.029	none	CELL TYPE | GENOTYPE/VARIATION	
E-GEOD-69855	none	none	yes	0.023	0.023	none	treatment	
E-GEOD-40757	none	none	no	-0.018	0.018	none	None	
E-GEOD-19233	none	none	no	-0.090	0.090	none	TISSUE SOURCE	
E-MEXP-3877	none	none	no	-0.057	0.057	none	infect | time	
E-MEXP-3871	none	none	no	-0.069	0.069	none	DOSE | COMPOUND	
E-GEOD-72480	none	none	no	-0.087	0.087	none	fluorescence | emt status | treatment	
E-GEOD-33060	none	none	yes	0.009	0.009	none	DIFFERENTIATION | MODIFICATION | CELL TYPE	
E-GEOD-33061	none	none	no	-0.021	0.021	none	GENOTYPE	
E-GEOD-72489	none	none	no	-0.031	0.031	none	genotype	
E-GEOD-59731	none	none	no	-0.042	0.042	none	TRANSPLANTED WITH	
E-GEOD-67828	none	none	no	-0.036	0.036	none	compartment | cell line | genotype | knockdown	
E-GEOD-51505	none	none	no	-0.006	0.006	none	H3.3 INDUCTION HOUR | TREATMENT | CHIP ANTIBODY	
E-GEOD-17494	none	none	no	-0.033	0.033	none	None	
E-GEOD-18245	none	none	no	-0.015	0.015	none	ORGANISM | CELL TYPE | COMPOUND	
E-GEOD-60830	none	none	no	-0.031	0.031	none	sample type	
E-GEOD-60837	none	none	no	-0.018	0.018	none	genotype | tumor model	
E-GEOD-10428	none	none	no	-0.063	0.063	none	None	
E-GEOD-10422	none	none	no	-0.020	0.020	none	None	
E-GEOD-26279	none	none	no	-0.048	0.048	none	EXPERIMENTAL TREATMENT	
E-GEOD-15416	none	none	no	-0.087	0.087	none	CELL TYPE	
E-GEOD-8582	none	none	no	-0.029	0.029	none	None	
E-GEOD-68090	none	none	yes	0.012	0.012	none	genotype	
E-GEOD-33608	none	none	no	-0.066	0.066	none	GENOTYPE/VARIATION | AGENT	
E-GEOD-16145	none	none	no	-0.071	0.071	none	CELL TYPE	
E-GEOD-42539	none	none	no	-0.053	0.053	none	CELL TYPE	
E-GEOD-38394	none	none	no	-0.068	0.068	none	TREATMENT	
E-GEOD-17817	none	none	no	-0.060	0.060	none	None	
E-GEOD-44608	none	none	no	-0.027	0.027	none	CELL LINE | CELL TYPE	
E-MEXP-2587	none	none	no	-0.034	0.034	none	DOSE | GENOTYPE | COMPOUND	
E-GEOD-71774	none	none	no	-0.003	0.003	none	None	
E-GEOD-19042	none	none	no	-0.025	0.025	none	None	
E-GEOD-41541	none	none	no	-0.018	0.018	none	CELL TYPE | VARIATION	
E-GEOD-8625	none	none	no	-0.016	0.016	none	BIOSOURCEPROVIDER	
E-GEOD-8621	none	none	no	-0.040	0.040	none	None	
E-GEOD-41549	none	none	no	-0.037	0.037	none	VARIATION	
E-GEOD-42534	none	none	no	-0.062	0.062	none	None	
E-GEOD-55801	none	none	no	-0.040	0.040	none	GENOTYPE	
E-GEOD-63876	none	none	no	-0.075	0.075	none	infection	
E-GEOD-66089	none	none	no	-0.043	0.043	none	time of killing after administrations | injected activity	
E-GEOD-2889	none	none	no	-0.047	0.047	none	Time | Compound	
E-GEOD-23895	none	none	no	-0.057	0.057	none	TISSUE | ORGANISM | TREATMENT	
E-GEOD-35038	none	none	no	-0.050	0.050	none	DISEASE STAGE | TIME OF TAMOXIFEN TREATMENT | ORGANISM PART | CELLULAR STATE	
E-GEOD-69688	none	none	no	-0.021	0.021	none	tumorid | age | erg_insetion | genotype | Sex	
E-GEOD-52577	none	none	no	-0.073	0.073	none	TREATMENT	
E-GEOD-61505	none	none	no	-0.000	0.000	none	CELL TYPE | DEVELOPMENTAL STAGE	
E-GEOD-64027	none	none	no	-0.022	0.022	none	treatment	
E-GEOD-61055	none	none	no	-0.039	0.039	none	donor | mouse model | activation stimuli	
E-GEOD-14431	none	none	no	-0.065	0.065	none	None	
E-GEOD-68621	none	none	no	-0.069	0.069	none	cell type | treatment	
E-GEOD-14438	none	none	no	-0.089	0.089	none	None	
E-GEOD-42365	none	none	no	-0.043	0.043	none	COMPOUND	
E-GEOD-42364	none	none	no	-0.044	0.044	none	COMPOUND	
E-GEOD-25334	none	none	no	-0.032	0.032	none	CELL LINE	
E-GEOD-66882	none	none	no	-0.037	0.037	none	genotype | treatment	
E-GEOD-43373	none	none	no	-0.076	0.076	none	TIME | ORGANISM PART | COMPOUND	
E-GEOD-43372	none	none	no	-0.020	0.020	none	TIME | GENOTYPE | SAMPLE GROUP	
E-GEOD-49715	none	none	yes	0.015	0.015	none	None	
E-GEOD-48446	none	none	no	-0.025	0.025	none	GENOTYPE	
E-GEOD-29806	none	none	no	-0.050	0.050	none	AGE | NUMBER OF MICE PER CHIP | ORGANISM PART	
E-GEOD-63907	none	none	yes	0.003	0.003	none	None	
E-GEOD-78170	none	none	no	-0.059	0.059	none	sample group	
E-GEOD-57129	none	none	no	-0.053	0.053	none	doseunit | dose | vehicle | doseduration | compound	
E-GEOD-40634	none	none	no	-0.042	0.042	none	DISEASE STATE | PROM1 STATUS | ORGANISM PART	
E-GEOD-40633	none	none	no	-0.032	0.032	none	GENOTYPE | TREATMENT DURATION	
E-GEOD-57123	none	none	no	-0.019	0.019	none	None	
E-GEOD-57125	none	none	no	-0.025	0.025	none	cell markers	
E-GEOD-57124	none	none	no	-0.020	0.020	none	strain | time	
E-GEOD-77503	none	none	no	-0.030	0.030	none	organism part | cell type/treatment	
E-GEOD-49820	none	none	no	-0.044	0.044	none	INFECTED WITH | REPLICATE | TIME	
E-MEXP-169	none	none	no	-0.061	0.061	none	strain_or_line | compound	
E-GEOD-48194	none	none	no	-0.049	0.049	none	TREATMENT	
E-GEOD-44904	none	none	no	-0.035	0.035	none	GROUP	
E-GEOD-31359	none	none	no	-0.023	0.023	none	TISSUE | TREATMENT	
E-GEOD-31607	none	none	yes	0.009	0.009	none	TRANSGENIC	
E-GEOD-42777	none	none	yes	0.018	0.018	none	GENOTYPE	
E-GEOD-45182	none	none	no	-0.036	0.036	none	TREATMENT	
E-GEOD-67593	none	none	no	-0.077	0.077	none	treg depletion using dt tx	
E-GEOD-57774	none	none	no	-0.090	0.090	none	CELL TYPE | TIME	
E-GEOD-45181	none	none	no	-0.057	0.057	none	STRAIN/BACKGROUND | SIRNA | CELL TYPE	
E-MEXP-1809	none	none	no	-0.044	0.044	none	clinicalInformation	
E-GEOD-57772	none	none	no	-0.086	0.086	none	None	
E-MEXP-1802	none	none	no	-0.026	0.026	none	CELL_TYPE | ORGANISM_PART	
E-GEOD-45369	none	none	no	-0.071	0.071	none	TREATMENT	
E-GEOD-27378	none	none	no	-0.089	0.089	none	TREATMENT	
E-GEOD-75809	none	none	no	-0.043	0.043	none	cell line | treatment	
E-GEOD-57771	none	none	no	-0.057	0.057	none	ORGANISM PART	
E-GEOD-22251	none	none	no	-0.047	0.047	none	TRANSFECTED_GENE	
E-GEOD-70706	none	none	no	-0.071	0.071	none	dose | genotype | cell type | compound	
E-GEOD-22784	none	none	yes	0.007	0.007	none	None	
E-GEOD-34801	none	none	no	-0.076	0.076	none	None	
E-GEOD-39529	none	none	no	-0.031	0.031	none	genotype | cell type | compound	
E-GEOD-85659	none	none	no	-0.089	0.089	none	transduced virus	
E-GEOD-56683	none	none	no	-0.068	0.068	none	TREATMENT	
E-GEOD-56612	none	none	no	-0.052	0.052	none	genotype	
E-GEOD-56613	none	none	no	-0.034	0.034	none	allele | genotype	
E-GEOD-56682	none	none	no	-0.028	0.028	none	ORGANISM PART	
E-GEOD-27159	none	none	no	-0.052	0.052	none	CELL LINE	
E-GEOD-69998	none	none	no	-0.043	0.043	none	None	
E-GEOD-27151	none	none	no	-0.047	0.047	none	CELL TYPE | GENOTYPE/VARIATION	
E-GEOD-22432	none	none	no	-0.061	0.061	none	CELL TYPE	
E-GEOD-22434	none	none	no	-0.074	0.074	none	infect	
E-GEOD-54106	none	none	yes	0.025	0.025	none	TREATMENT	
E-GEOD-54107	none	none	no	-0.068	0.068	none	passage	
E-GEOD-26343	none	none	no	-0.063	0.063	none	genotype | compound	
E-MTAB-1838	none	none	no	-0.076	0.076	none	RNA interference | genotype	
E-GEOD-76751	none	none	no	-0.064	0.064	none	cell population	
E-GEOD-76758	none	none	yes	0.005	0.005	none	None	
E-MTAB-3749	none	none	no	-0.005	0.005	none	cell cycle	
E-GEOD-44034	none	none	no	-0.094	0.094	none	STIMULATION PERIOD | GENOTYPE | CONDITION | TREATMENT	
E-GEOD-33285	none	none	no	-0.061	0.061	none	TREATMENT | ORGANISM PART	
E-GEOD-66319	none	none	no	-0.068	0.068	none	virus | cell line	
E-GEOD-52214	none	none	no	-0.051	0.051	none	DISEASE STATE | TREATMENT	
E-MTAB-3325	none	none	no	-0.047	0.047	none	infect	
E-GEOD-38014	none	none	no	-0.071	0.071	none	TREATMENT | TIME	
E-GEOD-37775	none	none	no	-0.000	0.000	none	CELL TYPE | GENOTYPE	
E-GEOD-2413	none	none	no	-0.004	0.004	none	time | genotype | compound	
E-GEOD-2411	none	none	no	-0.029	0.029	none	Treatment | Compound	
E-GEOD-26207	none	none	no	-0.038	0.038	none	None	
E-MTAB-2569	none	none	no	-0.038	0.038	none	phenotype	
E-GEOD-52624	none	none	no	-0.069	0.069	none	infectious agent | animal	
E-GEOD-33471	none	none	no	-0.031	0.031	none	CELL TYPE | GENOTYPE/VARIATION	
E-GEOD-35865	none	none	no	-0.048	0.048	none	INFECTION | TIME	
E-GEOD-35863	none	none	no	-0.022	0.022	none	TIME	
E-GEOD-33474	none	none	no	-0.022	0.022	none	VARIATION	
E-MEXP-2594	none	none	no	-0.108	0.108	none	infect | dose | compound	
E-GEOD-40192	none	none	no	-0.087	0.087	none	TREATMENT	
E-GEOD-34873	none	none	no	-0.051	0.051	none	TRANSFECTANT	
E-GEOD-15604	none	none	no	-0.093	0.093	none	INDIVIDUAL IDENTIFIER | CELL TYPE | BIOSOURCEPROVIDER	
E-GEOD-15606	none	none	no	-0.059	0.059	none	None	
E-GEOD-47412	none	none	yes	0.035	0.035	none	None	
E-GEOD-42173	none	none	no	-0.036	0.036	none	GENOTYPE | TREATMENT	
E-GEOD-47417	none	none	yes	0.007	0.007	none	ENRICHMENT | GENOTYPE	
E-GEOD-47414	none	none	no	-0.079	0.079	none	DISEASE STATE | TIME	
E-GEOD-42178	none	none	no	-0.054	0.054	none	TIME | GROUP | COMPOUND	
E-GEOD-47419	none	none	no	-0.012	0.012	none	STRAIN | MG CONDITION | ENRICHMENT | GENOTYPE	
E-GEOD-63681	none	none	no	-0.047	0.047	none	cultured in | phenotype	
E-GEOD-12464	none	none	no	-0.062	0.062	none	None	
E-GEOD-12467	none	none	no	-0.010	0.010	none	MOUSE MODEL	
E-GEOD-43563	none	none	no	-0.024	0.024	none	CELL TYPE | VARIATION	
E-MEXP-1249	none	none	no	-0.017	0.017	none	DOSE | COMPOUND	
E-GEOD-43566	none	none	no	-0.048	0.048	none	TREATMENT | ORGANISM PART | EXPERIMENTID | SAMPLEID	
E-GEOD-45749	none	none	no	-0.040	0.040	none	SEX | CELL TYPE | PASSAGE	
E-GEOD-40999	none	none	no	-0.053	0.053	none	AGE | TREATMENT | GENOTYPE | ORGANISM PART | SEX	
E-GEOD-70363	none	none	yes	0.002	0.002	none	genotype	
E-GEOD-47679	none	none	no	-0.063	0.063	none	SORTED CELL FRACTION	
E-GEOD-47672	none	none	no	-0.083	0.083	none	INFECTED WITH	
E-GEOD-42285	none	none	no	-0.045	0.045	none	INFECTION INFLUENZA STRAIN | TIME HOURS	
E-GEOD-40414	none	none	no	-0.056	0.056	none	GENOTYPE	
E-GEOD-9727	none	none	no	-0.035	0.035	none	None	
E-GEOD-21002	none	none	no	-0.012	0.012	none	GENOTYPE/VARIATION	
E-GEOD-53574	none	none	no	-0.003	0.003	none	GENOTYPE	
E-GEOD-19865	none	none	no	-0.036	0.036	none	ADMINISTRATED REAGENT | DISEASE STATE | TIME	
E-GEOD-53573	none	none	no	-0.050	0.050	none	TREATMENT	
E-GEOD-35731	none	none	no	-0.069	0.069	none	ARID4B LEVEL | ARID4B DENSITOMETRY	
E-GEOD-31273	none	none	no	-0.063	0.063	none	None	
E-GEOD-62089	none	none	no	-0.074	0.074	none	CELL TYPE | ORGANISM PART	
E-GEOD-30928	none	none	no	-0.056	0.056	none	TRANSDUCTION	
E-GEOD-31031	none	none	no	-0.047	0.047	none	CELL TYPE	
E-GEOD-15955	none	none	no	-0.042	0.042	none	GENOTYPE	
E-GEOD-24264	none	none	no	-0.038	0.038	none	GENOTYPE/VARIATION | AGENT	
E-GEOD-31022	none	none	no	-0.039	0.039	none	VIRUS | TIME POST-INFECTION	
E-GEOD-41482	none	none	no	-0.087	0.087	none	AGE | VARIATION	
E-GEOD-69238	none	none	no	-0.023	0.023	none	None	
E-GEOD-69237	none	none	no	-0.048	0.048	none	cell type | genotype	
E-GEOD-45818	none	none	yes	0.006	0.006	none	GENOTYPE	
E-GEOD-61190	none	none	no	-0.035	0.035	none	sample type | cell line | organism | genotype | chip antibody	
E-GEOD-67696	none	none	no	-0.056	0.056	none	growth condition | genotype | sex	
E-GEOD-49109	none	none	no	-0.050	0.050	none	GENOTYPE | TIME DPI	
E-GEOD-49456	none	none	no	-0.012	0.012	none	None	
E-GEOD-49457	none	none	no	-0.015	0.015	none	None	
E-GEOD-49450	none	none	no	-0.050	0.050	none	TREATMENT	
E-GEOD-39666	none	none	no	-0.041	0.041	none	SHRNA	
E-GEOD-25164	none	none	no	-0.049	0.049	none	DAYS TO HARVEST OF CELLS | GROUP | CELL TYPE | UV TREATMENT	
E-MEXP-3013	none	none	no	-0.013	0.013	none	DISEASE_STATE	
E-GEOD-60174	none	none	no	-0.042	0.042	none	None	
E-GEOD-46108	none	none	no	-0.026	0.026	none	RIP ANTIBODY	
E-MEXP-3014	none	none	no	-0.052	0.052	none	DISEASE_STATE	
E-GEOD-53107	none	none	no	-0.023	0.023	none	GENOTYPE	
E-GEOD-56426	none	none	no	-0.039	0.039	none	strain | treatment	
E-GEOD-46103	none	none	yes	0.010	0.010	none	GENOTYPE	
E-GEOD-41736	none	none	no	-0.073	0.073	none	ORGANISM PART | INJECTED WITH | CELL POPULATION	
E-GEOD-48859	none	none	no	-0.035	0.035	none	NUMBER | CELL TYPE | GENOTYPE	
E-MEXP-3016	none	none	no	-0.074	0.074	none	CELL_LINE | TIME | DOSE	
E-GEOD-24786	none	none	no	-0.042	0.042	none	LENGTH OF TREATMENT | TISSUE | TREATMENT	
E-GEOD-24789	none	none	no	-0.029	0.029	none	MALIGNANT POTENTIAL	
E-MEXP-3017	none	none	no	-0.061	0.061	none	TIME | DOSE	
E-GEOD-35195	none	none	no	-0.050	0.050	none	DOSE	
E-GEOD-75862	none	none	no	-0.001	0.001	none	sample type | growth condition	
E-GEOD-75863	none	none	no	-0.055	0.055	none	sample type | growth condition	
E-GEOD-75865	none	none	no	-0.044	0.044	none	mouse status | treated with	
E-GEOD-4043	none	none	no	-0.063	0.063	none	DOSE | TIME | GENOTYPE | COMPOUND	
E-MTAB-5101	none	none	no	-0.052	0.052	none	clinical history | developmental stage | treatment | age	
E-GEOD-4040	none	none	yes	0.014	0.014	none	Genotype	
E-MTAB-1488	none	none	yes	0.018	0.018	none	age | irradiate | genotype	
E-MEXP-213	none	none	no	-0.057	0.057	none	Disease State | Genotype	
E-GEOD-7548	none	none	no	-0.019	0.019	none	None	
E-GEOD-36567	none	none	no	-0.055	0.055	none	VARIATION | COMPOUND	
E-GEOD-76102	none	none	no	-0.016	0.016	none	treg presence | genotype	
E-GEOD-68242	none	none	no	-0.100	0.100	none	cell population	
E-GEOD-30744	none	none	no	-0.027	0.027	none	STRAIN | CELL TYPE	
E-GEOD-30745	none	none	no	-0.095	0.095	none	KNOCKDOWN	
E-GEOD-30746	none	none	no	-0.104	0.104	none	TRANSGENE | TREATMENT	
E-MEXP-2856	none	none	no	-0.023	0.023	none	GENOTYPE | TIME	
E-MEXP-2794	none	none	no	-0.050	0.050	none	Dose | cellurar_modification | Compound	
E-GEOD-68017	none	none	no	-0.045	0.045	none	cell type	
E-GEOD-7764	none	none	no	-0.036	0.036	none	CELLTYPE	
E-GEOD-7769	none	none	no	-0.059	0.059	none	None	
E-GEOD-36741	none	none	yes	0.014	0.014	none	VARIATION	
E-GEOD-53097	none	none	no	-0.040	0.040	none	TREATMENT | TIME	
E-GEOD-23641	none	none	no	-0.042	0.042	none	PROTOCOL	
E-GEOD-48274	none	none	no	-0.003	0.003	none	disease state | treatment | sex	
E-GEOD-40468	none	none	no	-0.027	0.027	none	TECHNOLOGY | TREATMENT	
E-GEOD-41496	none	none	no	-0.046	0.046	none	GENOTYPE | INFECTION	
E-GEOD-21602	none	none	no	-0.061	0.061	none	CELL TYPE | AGENT | TIME	
E-GEOD-28696	none	none	no	-0.051	0.051	none	CONDITION	
E-GEOD-12929	none	none	no	-0.068	0.068	none	None	
E-GEOD-54374	none	none	yes	0.025	0.025	none	developmental stage | cell population | genotype	
E-GEOD-52433	none	none	no	-0.043	0.043	none	TREATMENT | INFECTION	
E-GEOD-55423	none	none	no	-0.036	0.036	none	culture medium | treated with	
E-GEOD-58843	none	none	no	-0.042	0.042	none	EXPOSED TO | TIME	
E-GEOD-84818	none	none	no	-0.070	0.070	none	uvr treatment | sunscreen treatment	
E-GEOD-18387	none	none	no	-0.069	0.069	none	GENETIC MODIFICATION	
E-GEOD-53810	none	none	no	-0.063	0.063	none	LPS_CONCENTRATION | EXPERIMENTAL_REPLICATE	
E-MTAB-2351	none	none	no	-0.009	0.009	none	infect | genotype | time	
E-GEOD-25337	none	none	no	-0.061	0.061	none	None	
E-GEOD-22040	none	none	yes	0.019	0.019	none	GENOTYPE/VARIATION	
E-GEOD-60452	none	none	no	-0.039	0.039	none	treatment	
E-GEOD-79747	none	none	yes	0.010	0.010	none	age | genotype	
E-GEOD-22043	none	none	no	-0.028	0.028	none	CELL SOURCE | CLONE	
E-MTAB-2686	none	none	no	-0.034	0.034	none	time | dose | genotype | compound	
E-MTAB-2684	none	none	no	-0.048	0.048	none	RNA interference	
E-GEOD-79748	none	none	no	-0.019	0.019	none	genotype | organism part	
E-MEXP-1030	none	none	yes	0.013	0.013	none	growth condition	
